D:\Self Driving Car Course\Self Driving Car Simulator\IMG\center_2021_02_21_12_25_00_147.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\left_2021_02_21_12_25_00_147.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\right_2021_02_21_12_25_00_147.jpg, 0, 0, 0, 8.047785E-05
D:\Self Driving Car Course\Self Driving Car Simulator\IMG\center_2021_02_21_12_25_00_266.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\left_2021_02_21_12_25_00_266.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\right_2021_02_21_12_25_00_266.jpg, 0, 0, 0, 8.045081E-05
D:\Self Driving Car Course\Self Driving Car Simulator\IMG\center_2021_02_21_12_25_00_368.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\left_2021_02_21_12_25_00_368.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\right_2021_02_21_12_25_00_368.jpg, 0, 0, 0, 8.033025E-05
D:\Self Driving Car Course\Self Driving Car Simulator\IMG\center_2021_02_21_12_25_00_469.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\left_2021_02_21_12_25_00_469.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\right_2021_02_21_12_25_00_469.jpg, 0, 0, 0, 8.025703E-05
D:\Self Driving Car Course\Self Driving Car Simulator\IMG\center_2021_02_21_12_25_00_572.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\left_2021_02_21_12_25_00_572.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\right_2021_02_21_12_25_00_572.jpg, 0, 0, 0, 7.996591E-05
D:\Self Driving Car Course\Self Driving Car Simulator\IMG\center_2021_02_21_12_25_00_673.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\left_2021_02_21_12_25_00_673.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\right_2021_02_21_12_25_00_673.jpg, 0, 0, 0, 7.999844E-05
D:\Self Driving Car Course\Self Driving Car Simulator\IMG\center_2021_02_21_12_25_00_775.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\left_2021_02_21_12_25_00_775.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\right_2021_02_21_12_25_00_775.jpg, 0, 0, 0, 8.008289E-05
D:\Self Driving Car Course\Self Driving Car Simulator\IMG\center_2021_02_21_12_25_00_878.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\left_2021_02_21_12_25_00_878.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\right_2021_02_21_12_25_00_878.jpg, 0, 0, 0, 8.011531E-05
D:\Self Driving Car Course\Self Driving Car Simulator\IMG\center_2021_02_21_12_25_00_979.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\left_2021_02_21_12_25_00_979.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\right_2021_02_21_12_25_00_979.jpg, 0, 0, 0, 8.022838E-05
D:\Self Driving Car Course\Self Driving Car Simulator\IMG\center_2021_02_21_12_25_01_080.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\left_2021_02_21_12_25_01_080.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\right_2021_02_21_12_25_01_080.jpg, 0, 0, 0, 8.031804E-05
D:\Self Driving Car Course\Self Driving Car Simulator\IMG\center_2021_02_21_12_25_01_182.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\left_2021_02_21_12_25_01_182.jpg, D:\Self Driving Car Course\Self Driving Car Simulator\IMG\right_2021_02_21_12_25_01_182.jpg, 0, 0, 0, 8.016772E-05
